Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
4036,FRIDAY,FRIDAY,FRIDAY+,205,351,255,301,F,,F,,ASL_2008_01_18_scene50-camera1.mov,Lexical Signs,FRIDAY
4037,FRIDAY,FRIDAY,FRIDAY+,3725,3880,3775,3830,F,,F,,ASL_2008_05_29a_scene30-camera1.mov,Lexical Signs,FRIDAY
4038,FRIDAY,FRIDAY,FRIDAY+,2946,3080,2996,3030,F,,F,,ASL_2008_08_06_scene49-camera1.mov,Lexical Signs,FRIDAY
4039,FRIDAY,FRIDAY,FRIDAY+,1905,2036,1955,1986,F,,F,,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,FRIDAY
4040,FRIDAY,FRIDAY,FRIDAY+,2706,2847,2756,2797,F,,F,,ASL_2006_10_10_scene11-camera1.mov,Lexical Signs,FRIDAY
4041,FRIDAY,FRIDAY,FRIDAY+,2640,2813,2690,2763,F,,F,,ASL_2007_05_24_scene15-camera1.mov,Lexical Signs,FRIDAY
4042,FRIEND,FRIEND,FRIEND,405,540,455,490,1,1,1,1,ASL_2008_01_18_scene50-camera1.mov,Lexical Signs,FRIEND
4043,FRIEND,FRIEND,FRIEND,185,315,235,265,1,1,1,1,ASL_2008_05_29a_scene31-camera1.mov,Lexical Signs,FRIEND
4044,FRIEND,FRIEND,FRIEND,55,180,105,130,X,X,X,X,ASL_2008_08_06_scene50-camera1.mov,Lexical Signs,FRIEND
4045,FRIEND,FRIEND,FRIEND,2497,2625,2547,2575,1,1,1,1,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,FRIEND
4046,FRIEND,FRIEND,FRIEND,1644,1771,1694,1721,1,1,X,X,ASL_2006_10_10_scene11-camera1.mov,Lexical Signs,FRIEND
4047,FRIEND,FRIEND,FRIEND,1562,1721,1612,1671,X,X,X,X,ASL_2007_05_24_scene15-camera1.mov,Lexical Signs,FRIEND
7244,FRIEND,FRIEND,FRIEND,2725,2885,2775,2835,1,1,1,1,ASL_2008_02_29_scene9-camera1.mov,Lexical Signs,FRIEND
7245,FRIEND,FRIEND,FRIEND,2659,2803,2709,2753,1,1,1,1,ASL_2011_07_19_Brady_scene54-camera1.mov,Lexical Signs,FRIEND
4048,FRIENDLY,FRIENDLY,FRIENDLY,776,908,826,858,5,5,5,5,ASL_2008_02_15_scene42-camera1.mov,Lexical Signs,FRIENDLY
4049,FRIENDLY,FRIENDLY,FRIENDLY,903,1021,953,971,5,5,5,5,ASL_2011_07_19_Brady_scene36-camera1.mov,Lexical Signs,FRIENDLY
4050,FRIENDLY,FRIENDLY,FRIENDLY,1898,2030,1948,1980,5,5,5,5,ASL_2006_10_10_scene11-camera1.mov,Lexical Signs,FRIENDLY
4051,FRIENDLY,FRIENDLY,FRIENDLY,1834,1961,1884,1911,5,5,5,5,ASL_2007_05_24_scene15-camera1.mov,Lexical Signs,FRIENDLY
207789,FROG,FROG,FROG,275,396,325,346,S,,V,,ASL_2008_08_06_scene50-camera1.mov,Lexical Signs,FROG
4053,FROG,FROG,FROG+,654,791,704,741,S,,V,,ASL_2008_01_18_scene50-camera1.mov,Lexical Signs,FROG
4054,FROG,FROG,FROG+,366,507,416,457,cocked-U,,V,,ASL_2008_05_29a_scene31-camera1.mov,Lexical Signs,FROG
4055,FROG,FROG,FROG+,2748,2872,2798,2822,S,,V,,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,FROG
4056,FROM,FROM,FROM,866,995,916,945,X,1,X,1,ASL_2008_01_18_scene50-camera1.mov,Lexical Signs,FROM
4057,FROM,FROM,FROM,545,665,595,615,1,1,X,1,ASL_2008_05_29a_scene31-camera1.mov,Lexical Signs,FROM
4058,FROM,FROM,FROM,515,641,565,591,1,D,X,D,ASL_2008_08_06_scene50-camera1.mov,Lexical Signs,FROM
4059,FROM,FROM,FROM,2999,3109,3049,3059,1,1,X,1,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,FROM
4060,FROM-NOW-ON,FROM-NOW-ON,FROM-NOW-ON,1077,1207,1127,1157,B-L,B-L,bent-B-L,B-L,ASL_2008_01_18_scene50-camera1.mov,Lexical Signs,FROM-NOW-ON
4061,FROM-NOW-ON,FROM-NOW-ON,FROM-NOW-ON,745,881,795,831,B-L,B-L,bent-B-L,B-L,ASL_2008_05_29a_scene31-camera1.mov,Lexical Signs,FROM-NOW-ON
4062,FROM-NOW-ON,FROM-NOW-ON,FROM-NOW-ON,745,865,795,815,B-L,B-L,bent-B-L,B-L,ASL_2008_08_06_scene50-camera1.mov,Lexical Signs,FROM-NOW-ON
4063,FROM-NOW-ON,FROM-NOW-ON,FROM-NOW-ON,3250,3380,3300,3330,bent-B,bent-B,bent-B,bent-B,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,FROM-NOW-ON
4064,FRONT,FRONT,FRONT+,920,1055,970,1005,B-L,,B-L,,ASL_2008_05_29a_scene31-camera1.mov,Lexical Signs,FRONT
4065,FRUIT,FRUIT,FRUIT,1907,2030,1957,1980,F,,F,,ASL_2008_01_18_scene50-camera1.mov,Lexical Signs,FRUIT
4067,FRUIT,FRUIT,FRUIT+,1930,2052,1980,2002,F,,F,,ASL_2008_08_06_scene50-camera1.mov,Lexical Signs,FRUIT
4068,FRUIT,FRUIT,FRUIT++,1745,1905,1795,1855,F,,F,,ASL_2008_05_29a_scene31-camera1.mov,Lexical Signs,FRUIT
207790,FRUIT,FRUIT,FRUIT++,4265,4390,4315,4340,F,,F,,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,FRUIT
4069,FRUSTRATE,FRUSTRATE,FRUSTRATE+,4543,4662,4593,4612,B,,B,,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,FRUSTRATE
4070,FRUSTRATE,FRUSTRATE,FRUSTRATE+,4807,4936,4857,4886,B,,B,,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,FRUSTRATE
4071,FRUSTRATE,FRUSTRATE,FRUSTRATE++,2007,2165,2057,2115,B,,B,,ASL_2008_05_29a_scene31-camera1.mov,Lexical Signs,FRUSTRATE
4072,FRUSTRATED/THWARTED,FRUSTRATED/THWARTED,FRUSTRATED/THWARTED,2090,2207,2140,2157,B,,B,,ASL_2008_01_18_scene50-camera1.mov,Lexical Signs,FRUSTRATED/THWARTED
4073,FRUSTRATED/THWARTED,FRUSTRATED/THWARTED,FRUSTRATED/THWARTED,2171,2280,2221,2230,B,,B,,ASL_2008_08_06_scene50-camera1.mov,Lexical Signs,FRUSTRATED/THWARTED
207691,fs-CHECKERS,fs-CHECKERS,fs-CHECKERS,1616,1759,1666,1709,C,,S,,ASL_2011_06_08_Brady_scene27-camera1.mov,Fingerspelled Signs,fs-CHECKERS
207797,fs-HALL,fs-HALL,fs-HALL,452,595,502,545,U,,L,,ASL_2008_02_01_scene16-camera1.mov,Fingerspelled Signs,fs-HALL
207798,fs-HALL,fs-HALL,fs-HALL,8860,8977,8910,8927,U,,L,,ASL_2011_06_14_Brady_scene30-camera1.mov,Fingerspelled Signs,fs-HALL
207805,fs-HELL,fs-HELL,fs-HELL,410,540,460,490,U,,L,,ASL_2008_05_29a_scene49-camera1.mov,Fingerspelled Signs,fs-HELL
207806,fs-HELL,fs-HELL,fs-HELL,4013,4127,4063,4077,U,,L,,ASL_2011_06_14_Brady_scene33-camera1.mov,Fingerspelled Signs,fs-HELL
207809,fs-HOLY,fs-HOLY,fs-HOLY,2052,2175,2102,2125,U,,Y,,ASL_2011_06_14_Brady_scene35-camera1.mov,Fingerspelled Signs,fs-HOLY
40075,fs-I+PHONE,fs-I+PHONE,fs-I+PHONE,2130,2300,2180,2250,I,,Y,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene12-camera1.mov,Compound Signs,fs-I+PHONE
40076,fs-I+PHONE,fs-I+PHONE,fs-I+PHONE,3828,3953,3878,3903,I,,Y,,ASL_2011_06_14_Brady_scene41-camera1.mov,Compound Signs,fs-I+PHONE
40078,fs-ICE+ICE-SKATE,fs-ICE+ICE-SKATE,fs-ICE+ICE-SKATE,1846,2050,1896,2000,I,,X,X,ASL_2010_08_10_Liz_additional_lexicon_signs_scene30-camera1.mov,Compound Signs,fs-ICE+ICE-SKATE
207825,fs-JELLY,fs-JELLY,fs-JELLY,10105,10229,10155,10179,1,,Y,,ASL_2011_06_14_Brady_scene42-camera1.mov,Fingerspelled Signs,fs-JELLY
40080,fs-JELLY+FISH,fs-JELLY+FISH,fs-JELLY+FISH,10659,10801,10709,10751,I,,B-L,1,ASL_2011_06_14_Brady_scene42-camera1.mov,Compound Signs,fs-JELLY+FISH
207983,fs-LAKE,fs-LAKE,fs-LAKE,1060,1195,1110,1145,L,,E,,ASL_2008_05_29b_scene16-camera1.mov,Fingerspelled Signs,fs-LAKE
207985,fs-MAYO,fs-MAYO,fs-MAYO,3045,3171,3095,3121,M,,O,,ASL_2011_06_14_Brady_scene55-camera1.mov,Fingerspelled Signs,fs-MAYO
40083,"fs-MAYO+ICL\spread with knife\""""","fs-MAYO+ICL\spread with knife\""""","fs-MAYO+ICL\spread with knife\""""",790,981,840,931,M,,U,B-L,ASL_2008_06_10_scene11-camera1.mov,Compound Signs,"fs-MAYO+ICL\spread with knife\"""""
207870,fs-PICKLE,fs-PICKLE,fs-PICKLE,1063,1216,1113,1166,K,,E,,ASL_2011_07_19_Brady_scene32-camera1.mov,Fingerspelled Signs,fs-PICKLE
207980,fs-REHAB,fs-REHAB,fs-REHAB,56,216,106,166,R,,B,,ASL_2008_02_29_scene9-camera1.mov,Fingerspelled Signs,fs-REHAB
207981,fs-REHAB,fs-REHAB,fs-REHAB,2561,2691,2611,2641,R,,B,,ASL_2011_07_19_Brady_scene53-camera1.mov,Fingerspelled Signs,fs-REHAB
207910,fs-TATTOO,fs-TATTOO,fs-TATTOO,413,550,463,500,T,,O,,ASL_2011_07_19_Brady_scene110-camera1.mov,Fingerspelled Signs,fs-TATTOO
207982,fs-WART,fs-WART,fs-WART,2074,2219,2124,2169,W,,T,,ASL_2011_07_22_Brady_scene23-camera1.mov,Fingerspelled Signs,fs-WART
4074,FULL,FULL,FULL,725,860,775,810,B-L,S,B-L,S,ASL_2008_01_18_scene2-camera1.mov,Lexical Signs,FULL
4075,FULL,FULL,FULL,525,670,575,620,5,S,5,S,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs,FULL
4076,FULL,FULL,FULL,520,645,570,595,5,S,5,S,ASL_2008_05_12b_scene2-camera1.mov,Lexical Signs,FULL
4077,FULL,FULL,FULL,416,540,466,490,5,S,5,S,ASL_2008_05_29a_scene32-camera1.mov,Lexical Signs,FULL
4078,FULL,FULL,FULL,475,601,525,551,B-L,S,B-L,S,ASL_2008_08_06_scene2-camera1.mov,Lexical Signs,FULL
4079,FULL,FULL,FULL,615,738,665,688,B-L,S,B-L,S,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs,FULL
4080,FULL,FULL,FULL,6299,6415,6349,6365,5,S,5,S,ASL_2011_06_08_Brady_scene29-camera1.mov,Lexical Signs,FULL
4081,FULL,FULL,FULL,5279,5396,5329,5346,5,S,5,S,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,FULL
4082,FUN,FUN,FUN,1610,1750,1660,1700,U,U,U,U,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs,FUN
4083,FUN,FUN,FUN,1050,1175,1100,1125,U,U,U,U,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs,FUN
4084,FUN,FUN,FUN,1825,1948,1875,1898,U,U,U,U,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs,FUN
4085,FUN,FUN,FUN,1340,1458,1390,1408,U,U,U,U,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,FUN
4086,FUNCTION,FUNCTION,FUNCTION+,1906,2055,1956,2005,F,B-L,F,B-L,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs,FUNCTION
4087,FUNCTION,FUNCTION,FUNCTION+,2856,3007,2906,2957,F,B,F,B,ASL_2010_08_10_Liz_additional_lexicon_signs_scene18-camera1.mov,Lexical Signs,FUNCTION
4088,FUNCTION,FUNCTION_2,FUNCTION_2+,300,421,350,371,F,1,F,1,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,FUNCTION
4089,FUNCTION,FUNCTION_2,FUNCTION_2+,1956,2080,2006,2030,F,1,F,1,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,FUNCTION
4090,FUNCTION,FUNCTION_2,FUNCTION_2+++,1265,1410,1315,1360,F,1,F,1,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs,FUNCTION
4091,FUNCTION,FUNCTION_3,FUNCTION_3+,2105,2242,2155,2192,F,S,F,S,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs,FUNCTION
4092,FUNERAL,FUNERAL,FUNERAL+,2171,2325,2221,2275,V,V,V,V,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs,FUNERAL
4093,FUNERAL,FUNERAL,FUNERAL+,1451,1595,1501,1545,V,V,V,V,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs,FUNERAL
4094,FUNERAL,FUNERAL,FUNERAL+,2488,2614,2538,2564,V,V,V,V,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,FUNERAL
4096,FUNNY,FUNNY,FUNNY+,2456,2590,2506,2540,U-L,,10,,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs,FUNNY
4097,FUNNY,FUNNY,FUNNY+,2737,2867,2787,2817,U-L,,10,,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs,FUNNY
4098,FUNNY,FUNNY,FUNNY+,2780,2908,2830,2858,U-L,,10,,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,FUNNY
4099,FUNNY,FUNNY,FUNNY+,7971,8093,8021,8043,U-L,,U-L,,ASL_2011_06_14_Brady_scene37-camera1.mov,Lexical Signs,FUNNY
207791,FUNNY,FUNNY,FUNNY+,1272,1403,1322,1353,U-L,,U-L,,ASL_2006_09_26_scene61-camera1.mov,Lexical Signs,FUNNY
4100,FUNNY,FUNNY,FUNNY++,720,875,770,825,U-L,,10,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene30-camera1.mov,Lexical Signs,FUNNY
4101,FUNNY,FUNNY,FUNNY++,1687,1830,1737,1780,U-L,,10,,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs,FUNNY
333,FURNITURE,(2h)FURNITURE,(2h)FURNITURE,2080,2220,2130,2170,F,F,F,F,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs,FURNITURE
4102,FURNITURE,FURNITURE,FURNITURE,2730,2880,2780,2830,F,,F,,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs,FURNITURE
4103,FURNITURE,FURNITURE,FURNITURE,3247,3370,3297,3320,F,,F,,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs,FURNITURE
4104,FURNITURE,FURNITURE,FURNITURE,3032,3162,3082,3112,F,,F,,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,FURNITURE
505,FUTURE,(F)FUTURE,(F)FUTURE,2810,2955,2860,2905,F,,F,,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs,FUTURE
4105,FUTURE,FUTURE,FUTURE,3056,3201,3106,3151,B-L,,B-L,,ASL_2008_02_01_scene1-camera1.mov,Lexical Signs,FUTURE
4106,FUTURE,FUTURE,FUTURE,1626,1760,1676,1710,B-L,,B-L,,ASL_2008_03_28_scene42-camera1.mov,Lexical Signs,FUTURE
4107,FUTURE,FUTURE,FUTURE,3518,3655,3568,3605,B-L,,B-L,,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs,FUTURE
4108,FUTURE,FUTURE,FUTURE,1544,1661,1594,1611,B-L,,B-L,,ASL_2011_07_22_Brady_scene30-camera1.mov,Lexical Signs,FUTURE
4109,FUTURE,FUTURE,FUTURE,4251,4372,4301,4322,B,,B,,ASL_2011_07_22_Brady_scene48-camera1.mov,Lexical Signs,FUTURE
4110,FUTURE,FUTURE,FUTURE,580,708,630,658,B-L,,B-L,,ASL_2006_10_10_scene9-camera1.mov,Lexical Signs,FUTURE
4111,FUTURE,FUTURE,FUTURE,615,769,665,719,5,,5,,ASL_2007_05_24_scene13-camera1.mov,Lexical Signs,FUTURE
4112,G,G,G,351,505,401,455,G,,G,,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs,G
4113,G,G,G,3115,3270,3165,3220,G,,G,,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs,G
4114,G,G,G,3848,3972,3898,3922,G,,G,,ASL_2008_08_13_scene1-camera1.mov,Lexical Signs,G
4115,G,G,G,4632,4755,4682,4705,G,,G,,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,G
4116,GAMBLE,GAMBLE,GAMBLE,760,905,810,855,S,,5,,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs,GAMBLE
4117,GAMBLE,GAMBLE,GAMBLE,600,750,650,700,A,,5,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene27-camera1.mov,Lexical Signs,GAMBLE
4118,GAMBLE,GAMBLE,GAMBLE,345,480,395,430,S,,5,,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs,GAMBLE
4119,GAMBLE,GAMBLE,GAMBLE,506,640,556,590,A,,5,,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs,GAMBLE
4120,GAMBLE,GAMBLE,GAMBLE,1012,1132,1062,1082,S,,5,,ASL_2011_06_08_Brady_scene34-camera1.mov,Lexical Signs,GAMBLE
4121,GAMBLE,GAMBLE,GAMBLE,5440,5560,5490,5510,S,,5,,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,GAMBLE
4122,GAME,GAME,GAME+,985,1130,1035,1080,10,10,10,10,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs,GAME
4123,GAME,GAME,GAME+,769,897,819,847,10,10,10,10,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs,GAME
4124,GAME,GAME,GAME+,5681,5808,5731,5758,10,10,10,10,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,GAME
4125,GAME,GAME,GAME+,2165,2290,2215,2240,10,10,10,10,ASL_2006_10_10_scene11-camera1.mov,Lexical Signs,GAME
4126,GAME,GAME,GAME++,500,651,550,601,10,10,10,10,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs,GAME
4127,GAME,GAME,GAME++,2088,2241,2138,2191,10,10,10,10,ASL_2007_05_24_scene15-camera1.mov,Lexical Signs,GAME
4128,GANG,GANG,GANG+,1236,1400,1286,1350,S,,S,,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs,GANG
4129,GANG,GANG,GANG+,1031,1165,1081,1115,10,,10,,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs,GANG
4130,GANG,GANG,GANG+,6132,6261,6182,6211,S,,S,,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,GANG
4131,GANG,GANG,GANG+++,690,846,740,796,10,,10,,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs,GANG
40093,"GANG+SCL:C\group go together\""""","GANG+SCL:C\group go together\""""","GANG+++SCL:C\group go together\""""",1890,2058,1940,2008,10,,crvd-5,crvd-5,ASL_2008_02_01_scene2-camera1.mov,Compound Signs,"GANG+SCL:C\group go together\"""""
40094,"GANG+SCL:C\group go together\""""","GANG+SCL:C\group go together\""""","GANG++SCL:C\group go together\""""",6824,6993,6874,6943,S,,C,C,ASL_2011_06_14_Brady_scene24-camera1.mov,Compound Signs,"GANG+SCL:C\group go together\"""""
40095,"GANG+SCL:C\group go together\""""","GANG+SCL:C\group go together\""""","GANG++SCL:C\group go together\""""",6648,6819,6698,6769,S,,C,C,ASL_2011_06_14_Brady_scene24-camera1.mov,Compound Signs,"GANG+SCL:C\group go together\"""""
207792,GARAGE/SUBMARINE,GARAGE/SUBMARINE,GARAGE/SUBMARINE,1270,1400,1320,1350,3,bent-B-L,3,bent-B-L,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs,GARAGE/SUBMARINE
4133,GARAGE/SUBMARINE,GARAGE/SUBMARINE,GARAGE/SUBMARINE+,2630,2790,2680,2740,3,B-L,3,B-L,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs,GARAGE/SUBMARINE
4134,GARAGE/SUBMARINE,GARAGE/SUBMARINE,GARAGE/SUBMARINE+,1290,1447,1340,1397,3,B-L,3,B-L,ASL_2008_02_29_scene51-camera1.mov,Lexical Signs,GARAGE/SUBMARINE
4135,GARAGE/SUBMARINE,GARAGE/SUBMARINE,GARAGE/SUBMARINE+,2010,2140,2060,2090,3,B-L,3,B-L,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs,GARAGE/SUBMARINE
4136,GARAGE/SUBMARINE,GARAGE/SUBMARINE,GARAGE/SUBMARINE++,2669,2809,2719,2759,3,bent-B,3,bent-B,ASL_2011_07_19_Brady_scene102-camera1.mov,Lexical Signs,GARAGE/SUBMARINE
4138,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP,1006,1161,1056,1111,10,S,10,S,ASL_2008_02_29_scene3-camera1.mov,Lexical Signs,GAS/GAS-UP
4141,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP,8844,8971,8894,8921,10,full-M,10,full-M,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,GAS/GAS-UP
207963,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP,2298,2410,2348,2360,10,S,10,S,ASL_2006_10_10_scene11-camera1.mov,Lexical Signs,GAS/GAS-UP
4142,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP+,3215,3400,3265,3350,10,S,10,S,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs,GAS/GAS-UP
4143,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP+,1790,1931,1840,1881,10,S,10,S,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs,GAS/GAS-UP
4144,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP+,2952,3079,3002,3029,10,S,10,S,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs,GAS/GAS-UP
207962,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP+,74,203,124,153,10,S,10,S,ASL_2011_07_19_Brady_scene48-camera1.mov,Lexical Signs,GAS/GAS-UP
207964,GAS/GAS-UP,GAS/GAS-UP,GAS/GAS-UP++,2228,2379,2278,2329,10,S,10,S,ASL_2007_05_24_scene15-camera1.mov,Lexical Signs,GAS/GAS-UP
4146,GATE,GATE,GATE,2065,2205,2115,2155,flat-B,flat-B,flat-B,flat-B,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs,GATE
207701,GATE,GATE,GATE,3255,3395,3305,3345,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs,GATE
4147,GATE,GATE,GATE+,3480,3650,3530,3600,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene2-camera1.mov,Lexical Signs,GATE
4148,GATE,GATE,GATE++,9155,9283,9205,9233,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,GATE
4149,GAY,GAY,GAY,245,390,295,340,G,,G,,ASL_2008_02_01_scene3-camera1.mov,Lexical Signs,GAY
4150,GAY,GAY,GAY,2310,2450,2360,2400,G,,G,,ASL_2008_05_29a_scene34-camera1.mov,Lexical Signs,GAY
4151,GAY,GAY,GAY,3618,3740,3668,3690,G,,G,,ASL_2008_08_13_scene2-camera1.mov,Lexical Signs,GAY
4152,GAY,GAY,GAY,9424,9543,9474,9493,G,,G,,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,GAY
4153,GENERAL,GENERAL,GENERAL,480,625,530,575,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene3-camera1.mov,Lexical Signs,GENERAL
4154,GENERAL,GENERAL,GENERAL,225,348,275,298,B-L,B-L,B-L,B-L,ASL_2008_05_29a_scene35-camera1.mov,Lexical Signs,GENERAL
4155,GENERAL,GENERAL,GENERAL,17,142,67,92,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene3-camera1.mov,Lexical Signs,GENERAL
4156,GENERAL,GENERAL,GENERAL,9693,9832,9743,9782,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene24-camera1.mov,Lexical Signs,GENERAL
4157,GENERAL,GENERAL,GENERAL,6315,6429,6365,6379,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene32-camera1.mov,Lexical Signs,GENERAL
4158,GENERATION,GENERATION,GENERATION+,700,880,750,830,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene3-camera1.mov,Lexical Signs,GENERATION
4159,GENERATION,GENERATION,GENERATION+,785,971,835,921,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene41-camera1.mov,Lexical Signs,GENERATION
4160,GENERATION,GENERATION,GENERATION+,1373,1520,1423,1470,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene3-camera1.mov,Lexical Signs,GENERATION
4161,GENERATION,GENERATION,GENERATION+,1477,1626,1527,1576,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene34-camera1.mov,Lexical Signs,GENERATION
4162,GENERATION,GENERATION,GENERATION+,104,251,154,201,bent-B,bent-B,bent-B,bent-B,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GENERATION
4163,GENERATION,GENERATION,GENERATION+,6915,7058,6965,7008,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene44-camera1.mov,Lexical Signs,GENERATION
4164,GENERATIONS-AGO,GENERATIONS-AGO,GENERATIONS-AGO+,715,875,765,825,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene14-camera1.mov,Lexical Signs,GENERATIONS-AGO
4165,GENERATIONS-AGO,GENERATIONS-AGO,GENERATIONS-AGO+,1413,1548,1463,1498,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene10-camera1.mov,Lexical Signs,GENERATIONS-AGO
4166,GENERATIONS-AGO,GENERATIONS-AGO,GENERATIONS-AGO+,9077,9214,9127,9164,B-L,B-L,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene11-camera1.mov,Lexical Signs,GENERATIONS-AGO
4167,GEOMETRY,GEOMETRY,GEOMETRY+,1206,1357,1256,1307,G,G,G,G,ASL_2008_02_01_scene3-camera1.mov,Lexical Signs,GEOMETRY
4168,GEOMETRY,GEOMETRY,GEOMETRY+,2115,2250,2165,2200,G,G,G,G,ASL_2008_08_13_scene3-camera1.mov,Lexical Signs,GEOMETRY
4169,GEOMETRY,GEOMETRY,GEOMETRY+,1030,1154,1080,1104,G,G,G,G,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GEOMETRY
4170,GET,GET,GET,412,546,462,496,5,5,S,S,ASL_2008_02_29_scene7-camera1.mov,Lexical Signs,GET
4171,GET,GET,GET,61,187,111,137,5,5,S,S,ASL_2011_07_19_Brady_scene52-camera1.mov,Lexical Signs,GET
4172,GET-BIGGER,GET-BIGGER,GET-BIGGER,1005,1180,1055,1130,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_03_28_scene2-camera1.mov,Lexical Signs,GET-BIGGER
4173,GET-BIGGER,GET-BIGGER,GET-BIGGER,559,683,609,633,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene107-camera1.mov,Lexical Signs,GET-BIGGER
